NUMERO_FACTURA;FECHA_COMPRA;VALOR;DESCUENTO;IVA;VALOR_TOTAL;SUCURSAL_NOMBRE;SUCURSAL_CIUDAD;SUCURSUAL_DIRECCION;CORREO_CLIENTE
679194;2018-11-16;202708;16;2;9508553;Pine View;Siva;5 Glacier Hill Drive;nperciferd0@live.com
268094;2018-08-25;119998;39;4;1475555;Sachs;Bastia;92353 Anhalt Street;abouchd1@usda.gov
168757;2017-12-13;392773;3;4;1755188;Moulton;Khanāşir;7961 Debra Drive;esampeyd2@over-blog.com
661640;2018-10-03;48920;29;3;1655888;Bunting;Misau;1 Stang Park;nkeuned3@paginegialle.it
449088;2018-07-29;959214;57;5;2436354;Rusk;Shuangxikou;09 Pankratz Road;rlindemannd4@jigsy.com
292528;2018-06-25;756374;24;3;5524734;Basil;Qümong;7667 Melby Avenue;osturmand5@google.ru
754243;2018-01-14;354168;48;4;7735476;Lighthouse Bay;Tangzi;65 Morningstar Pass;phourihaned6@hostgator.com
558515;2017-12-03;637898;56;3;9809527;Tennyson;Świecie nad Osą;460 Tomscot Alley;sdugod7@hc360.com
568111;2018-05-28;488538;6;5;1114707;Paget;Orange;241 Schmedeman Circle;llillod8@amazon.de
8039;2018-11-06;155838;43;3;9976866;Ruskin;Chegang;1 Acker Circle;gdracksfordd9@over-blog.com
582172;2018-10-09;982418;60;2;1469852;Judy;Partille;18323 Myrtle Crossing;nmalsherda@abc.net.au
813452;2018-10-07;388180;23;3;8048041;Maple;Chaparral;752 Del Sol Center;pmccolleydb@phpbb.com
942075;2018-10-08;968670;33;5;3113815;Nevada;Farranacoush;468 Pierstorff Avenue;stweddelldc@tiny.cc
335310;2018-10-05;893615;24;1;6760535;Rowland;Ficksburg;06646 Tennyson Avenue;rbarstockdd@patch.com
390105;2018-06-21;647148;20;4;1836538;Upham;Dasheng;2973 Nevada Center;yyakoboviczde@uiuc.edu
959313;2018-03-30;582062;56;3;2798591;Rigney;Trzebnica;996 Gina Lane;dfooksdf@shareasale.com
317401;2018-08-13;158603;42;5;3419215;Anthes;Karawatu;9 Thompson Place;ayackiminiedg@printfriendly.com
406666;2018-05-14;81937;1;1;3467943;Sunfield;Raciążek;89173 Arrowood Trail;kdelahuntydh@naver.com
835016;2018-02-17;633597;16;5;304971;Forest Run;Church End;97722 Colorado Street;clinkindi@ed.gov
221735;2018-06-29;686759;44;3;266731;Troy;New York City;6 Bay Drive;aoakenforddj@chronoengine.com
823153;2018-06-28;757780;15;2;3233457;Straubel;Subkowy;6113 Ruskin Road;babbottsdk@home.pl
504135;2018-03-02;670642;27;4;6758838;Cottonwood;Kozyatyn;68 Loomis Lane;kcabottodl@usda.gov
630640;2018-01-10;317718;7;1;8917462;Nelson;Firá;31150 Pankratz Point;lbrunottidm@lycos.com
465673;2017-12-31;862620;17;1;7088890;Amoth;Belyye Stolby;3467 Riverside Street;dholworthdn@marketwatch.com
999199;2018-04-01;951751;5;2;2450767;Magdeline;Bègles;6638 Claremont Lane;djeduchdo@sphinn.com
309389;2018-08-12;742322;38;5;9699211;Rigney;Dacheng;83535 Myrtle Crossing;mmartinidp@marriott.com
610989;2018-08-15;900115;53;2;3454107;Fremont;Qingshui;80 Hoard Terrace;fsnaddendq@wikipedia.org
559679;2018-10-11;890512;18;3;9027582;Mallory;Magdalena;742 New Castle Road;lollierdr@ezinearticles.com
169737;2018-04-07;421575;40;3;7603981;Monument;San Antonio;81705 Susan Park;ggaulerds@spiegel.de
132891;2018-02-15;473215;27;4;5037047;Myrtle;Bununu Dass;13 Moland Place;aorangedt@japanpost.jp
437653;2017-12-03;827158;0;5;4728873;Pond;Tayuan;3367 Cherokee Court;godyvoiedu@hatena.ne.jp
768566;2017-12-09;449072;45;2;9388780;Rutledge;Munde;46993 Clarendon Plaza;chearddv@google.com.hk
244872;2018-03-28;545362;34;5;2306021;Wayridge;San José;6660 Lillian Pass;wsevittdw@histats.com
878141;2018-06-06;315749;30;3;9558161;Badeau;Puerto Castilla;717 Rigney Street;hmeredithdx@dyndns.org
896535;2018-04-26;336745;37;4;6310190;Ridge Oak;San Angelo;30 Mccormick Circle;sgrahldy@merriam-webster.com
469076;2018-07-14;396552;50;1;1461022;Elka;Berlin;729 Fordem Trail;pdebelldz@pbs.org
361123;2018-05-25;406685;35;4;9277278;Golden Leaf;Karangdalam;75 Crescent Oaks Crossing;ebricklebanke0@addthis.com
575037;2018-11-17;264281;41;1;7305351;Gulseth;Kokkinóchoma;54 7th Avenue;ysyddone1@discovery.com
577316;2018-11-16;482785;24;3;9656671;Emmet;Talun;8 Hintze Court;jpaladinie2@dyndns.org
61542;2018-04-28;639644;39;3;7244658;Bunting;Chochkan;7 Dovetail Road;awhostone3@ed.gov
516571;2018-10-02;175829;9;4;471347;Blackbird;Thongwa;75428 Gulseth Circle;mdrakese4@posterous.com
712001;2018-08-07;560971;37;2;5409489;Basil;San Pablo;92727 7th Drive;wknappere5@deviantart.com
683050;2018-09-07;145770;45;4;673395;Hanson;Xiyang;9066 Pleasure Trail;tnorthcotte6@fc2.com
903710;2018-01-12;926037;22;1;197382;Oxford;Monaragala;67432 Fieldstone Trail;roulete7@ft.com
169086;2018-02-14;746917;5;4;9464259;Doe Crossing;Pereval'noe;72612 Oak Valley Trail;jburghille8@redcross.org
651724;2018-08-07;678770;11;1;6707325;Fisk;Nagrog;50 Ilene Court;heville9@rediff.com
216562;2018-08-23;358793;26;4;2119365;Old Gate;Kongjiang;47 1st Trail;bbalintea@godaddy.com
179880;2018-05-21;646473;50;2;4739386;Buhler;Lomintsevskiy;85125 Old Shore Court;tfrancesconieb@netvibes.com
551819;2018-09-10;445911;17;1;6549731;Dunning;Nīshābūr;51162 Park Meadow Pass;ialmeidaec@booking.com
818980;2018-11-27;896025;2;1;8755142;Boyd;San Lucas Tolimán;5 Lighthouse Bay Avenue;bbrandrethed@google.pl
68398;2018-04-28;680127;33;5;6243386;Cascade;Munka-Ljungby;00674 Straubel Center;ahenricee@columbia.edu
341072;2018-09-11;324586;48;4;7735727;Randy;Taldykorgan;99 Messerschmidt Crossing;bklichef@sohu.com
665838;2018-08-14;919654;16;4;7247803;Helena;Velagići;66161 Dovetail Circle;vdemalchareg@un.org
262912;2018-08-09;422982;54;5;2975112;Fisk;Reforma;47 Moose Street;imachosteeh@cbc.ca
630346;2018-05-29;164195;35;5;1483209;Bluejay;Tomelilla;825 Steensland Alley;heffauntei@chron.com
629103;2018-09-13;459089;21;4;352395;Waubesa;Limulan;17279 Hovde Point;jkinchleaej@theatlantic.com
257619;2018-05-22;724783;38;5;1649301;Badeau;Sedlčany;46723 North Crossing;civanonkoek@spotify.com
706297;2018-10-03;160492;3;2;4449181;Toban;Pingtang;9537 Hollow Ridge Pass;swarrackel@cnet.com
567424;2018-01-11;767307;31;5;1537574;Spaight;Fuzhou;9 Sunnyside Terrace;jsevinem@bloglovin.com
955044;2018-11-14;44426;47;4;4169665;Main;Waihi;6 Springs Road;zcaldecotten@myspace.com
364543;2018-07-02;607664;40;2;4089214;Hoard;Yuza;4 Hazelcrest Circle;gcolefordeo@multiply.com
591714;2018-04-10;954791;34;4;5655124;Corscot;Lue Amnat;39 Loeprich Point;egogayep@sciencedirect.com
199156;2018-07-03;536066;34;2;6599658;Lotheville;Łyse;2729 Longview Crossing;sebbutteq@csmonitor.com
809299;2018-10-01;250978;26;4;5959416;Truax;Jetis;6 Gerald Street;hkingzether@pinterest.com
413019;2018-05-13;766124;6;1;8782011;Sugar;Zhamao;5 Browning Avenue;rcleetones@cpanel.net
30566;2018-03-30;787892;47;1;3171995;Merry;Zhovkva;740 Merry Parkway;inicklenet@miitbeian.gov.cn
952014;2018-01-13;602121;29;2;7455564;Katie;Nahiyat Ghammas;835 Orin Circle;jdreakineu@huffingtonpost.com
960797;2018-06-19;607501;57;1;5441586;Meadow Valley;Lianzhou;77930 Tony Circle;mcockerillev@wisc.edu
572493;2017-12-07;122432;46;3;2487403;Hermina;Tessalit;680 Forest Drive;iwaggittew@twitter.com
355363;2018-05-07;455564;56;1;3542100;Reindahl;Pamotan;4 Macpherson Road;jhugliex@123-reg.co.uk
267536;2018-06-29;377792;26;2;3216043;Kim;Tabinay;65517 Kim Road;mknealeey@sciencedaily.com
673119;2018-08-15;654230;57;2;3638882;Mockingbird;Bendo;98239 Talmadge Place;npackwoodez@jiathis.com
70801;2018-09-25;114144;11;3;7477369;Judy;Waimangura;08383 Green Ridge Pass;sjedrzejewiczf0@imageshack.us
489940;2018-10-01;91419;40;5;3935141;Chinook;Zagoryanskiy;5654 Dawn Road;uarguilef1@amazon.de
145854;2018-09-07;385879;36;5;4896718;Hanover;Liping;45 Mcbride Lane;lzolinif2@artisteer.com
110220;2018-06-13;704630;30;5;7187883;Mesta;Donglinxi;55 Loomis Terrace;rdavorenf3@taobao.com
4331;2018-07-10;417809;17;2;2033890;International;Saint-Égrève;19 Oxford Junction;kmartenf4@oracle.com
2208;2018-11-20;683660;22;4;9762887;Tomscot;Jocotán;91292 Derek Way;vdetheridgef5@geocities.com
771559;2018-03-20;177356;56;2;7921003;Victoria;Oulad Frej;688 Walton Court;jattackf6@gov.uk
735738;2018-05-23;370190;58;2;62767;Summit;Yuncao;5 Charing Cross Crossing;jwarrf7@tinypic.com
306214;2018-08-22;576697;53;4;7055916;Mitchell;Raša;03567 Miller Parkway;aatwelf8@themeforest.net
359194;2018-03-01;390821;6;2;2041425;Lotheville;Louis Trichardt;1 Tennessee Lane;lbennef9@jugem.jp
923072;2017-12-23;930882;29;4;372514;Arapahoe;Kishkenekol’;57027 Burning Wood Crossing;brawlencefa@scribd.com
811654;2018-11-04;399720;60;3;3519088;Eagan;Villa Nueva;6 Nelson Parkway;risherwoodfb@vk.com
334695;2017-12-13;814409;10;3;5755031;Eagan;Skarżysko-Kamienna;4 Bowman Park;pscandrootfc@house.gov
280283;2018-05-02;591164;25;5;6131907;Fisk;Laylay;007 Toban Circle;selverstonefd@macromedia.com
568110;2018-11-30;740688;38;3;210256;International;Ljungsbro;9283 Green Ridge Lane;gjohanssenfe@theglobeandmail.com
304128;2018-07-15;884874;4;1;6680451;Eastlawn;Tayug;0 Artisan Drive;egoninff@imdb.com
915361;2018-11-29;671758;55;1;8730800;Melvin;Wuquan;12 Monument Circle;bsallansfg@japanpost.jp
846048;2018-09-02;533588;4;1;5163900;Meadow Valley;Beishan;6 Dixon Parkway;ffarfullfh@yelp.com
329171;2018-11-25;414668;38;4;5680997;Lukken;Shishi;054 International Junction;gimessonfi@hp.com
337085;2018-04-20;917386;50;2;1972224;Graedel;Tianqian;23438 Hoepker Hill;adrennanfj@loc.gov
469851;2017-12-10;86980;55;4;5417107;Warbler;Stettler;48689 Bultman Street;rwarinfk@soup.io
768339;2018-10-29;462272;12;3;3497993;Bartillon;Juan de Acosta;067 Upham Junction;sgodsilfl@ox.ac.uk
249076;2018-08-04;862063;30;2;8628126;Oak;Chaoyang;640 Linden Center;nsanzfm@psu.edu
681894;2018-11-02;411055;9;3;6072402;Eliot;Gouxaria;7182 Anzinger Court;bgiovannellifn@google.es
617670;2018-01-13;896728;25;2;6882432;Eagan;Labao;3 Straubel Hill;jabyssfo@shutterfly.com
922272;2018-06-22;805256;51;5;1792423;Melby;Ngondokandawu;16562 Melody Place;ldevinnfp@usgs.gov
735867;2018-07-06;296217;1;2;9975314;Vermont;Pont-à-Mousson;4516 Vidon Terrace;bwellingsfq@flickr.com
370020;2018-09-08;355750;38;4;4813158;Sachs;Jajar;67036 Leroy Circle;ebullfr@pinterest.com
786007;2017-12-09;46272;41;5;8461414;Farragut;Girón;864 Blackbird Road;lpietraszekfs@purevolume.com
480112;2018-02-10;8860;14;1;3490005;Gina;Jindřichův Hradec;760 Claremont Parkway;bdubberft@icio.us
861587;2018-11-17;272392;42;5;7187240;Old Shore;Mingelchaur;9 Crescent Oaks Parkway;cpoggfu@tuttocitta.it
720885;2018-02-03;837019;48;4;3467716;Menomonie;Padangguci;5647 7th Lane;amccrumfv@gmpg.org
170543;2018-09-13;283597;43;5;7986459;Redwing;Vilarinho da Castanheira;15 American Circle;ecottelfw@opensource.org
931881;2018-11-01;312829;33;1;5276565;Kenwood;Slobodskoy;3472 Farragut Road;tsaphfx@stanford.edu
652642;2018-10-16;755760;21;1;1932967;American;Seixezelo;99 Golf Center;smchanfy@soup.io
18103;2017-12-24;110215;47;4;3223102;Elka;Matanzas;678 Oxford Plaza;aseneschalfz@ed.gov
995287;2018-09-04;365775;32;2;6791554;Bartillon;Bronnitsy;316 Hoepker Trail;ijanacekg0@bigcartel.com
659098;2018-05-29;601883;2;3;4902503;Saint Paul;Jargalant;2051 Sommers Terrace;wpeytong1@blinklist.com
248110;2018-07-10;482151;3;1;7778183;Hansons;Quezalguaque;74747 Merry Drive;cmapledoramg2@paginegialle.it
279030;2018-07-14;956947;56;5;3577700;Saint Paul;Lamalewo;90 Jana Way;sflintoffeg3@ovh.net
36753;2018-08-27;866459;16;3;9339068;Merry;Krajan;85 Golf Lane;pslaytong4@xing.com
376042;2018-11-07;280423;58;5;1462642;Namekagon;Longquan;15020 Atwood Circle;hderringtong5@amazon.co.uk
485572;2018-09-21;885663;26;3;5368597;Acker;Yandev;168 Russell Place;hmaryang6@youku.com
579054;2018-09-16;431990;15;1;3586285;Kim;Shengmi;21 Straubel Parkway;jarnaldig7@meetup.com
403727;2018-08-27;303214;42;4;5713897;Burrows;Bolong;3 Haas Avenue;fblankenshipg8@arstechnica.com
903202;2018-08-26;762582;58;5;5858508;Miller;Khuma;51 Armistice Street;pklejnag9@cpanel.net
850012;2018-10-09;229504;29;5;8176055;Heath;Cáchira;9 Oneill Road;lsapautonga@ehow.com
417829;2017-12-05;455222;22;2;6647470;Granby;Brejoeira;58 Melvin Place;akubekgb@gravatar.com
235518;2018-05-20;273806;17;4;8141486;Cottonwood;Āq Qāyeh;65 Badeau Plaza;xjuzagc@imdb.com
816103;2018-02-14;259854;28;5;5727492;Independence;Tamanan;28 Miller Court;nstreathergd@cnbc.com
621177;2017-12-29;287239;29;4;1363724;Thierer;Marki;9065 Kipling Drive;rhebblethwaitege@usgs.gov
544722;2018-07-09;222262;42;1;7020077;Gale;Erada;70654 Oriole Alley;eocollopygf@arstechnica.com
231959;2018-02-04;935372;43;1;4591860;Randy;Tchamba;4 Delladonna Junction;mwithropgg@google.com.br
718939;2018-03-29;491659;36;3;280161;Canary;Dno;7 Schurz Way;lvideangh@accuweather.com
680286;2018-10-16;141134;41;1;1221057;Graceland;Al Ḩīlah;62897 Carey Park;kcountergi@sphinn.com
933448;2017-12-05;329658;51;3;287817;Roxbury;Tierp;1656 Dixon Terrace;knasongj@dot.gov
143668;2018-04-07;469610;50;2;6032405;Darwin;Sobreda;1345 Melrose Way;ccallamgk@flavors.me
17942;2018-09-21;452472;46;1;7608903;Menomonie;Sai;4 Merry Plaza;eromegl@scribd.com
278095;2018-04-01;43572;42;3;2710396;Gateway;Filimonovo;00 Ridge Oak Terrace;mdownergm@tripadvisor.com
830774;2018-05-29;819248;50;1;3417279;Cardinal;Jinhua;4 Melody Alley;bblowickgn@netlog.com
985408;2018-01-29;288230;26;1;8246953;Moulton;Aubenas;9951 Pawling Crossing;gscadgo@usda.gov
643134;2018-08-30;100696;31;3;5135140;Fairview;Thanh Nê;20 Scofield Plaza;qpesselgp@webmd.com
340678;2018-10-30;421162;55;3;3475412;Crownhardt;Novotitarovskaya;51 Grayhawk Avenue;tfarnesgq@google.ru
385630;2018-07-28;282316;15;2;4694863;Eastlawn;Uppsala;171 Porter Pass;lmacknightgr@usgs.gov
301325;2017-12-03;665663;51;1;5938887;Acker;Balite;8 Cordelia Pass;placottegs@biblegateway.com
794023;2018-01-06;381291;57;4;1546983;Kipling;Vysehrad;0583 Manitowish Park;adudleygt@slideshare.net
578862;2018-06-11;928279;51;4;82294;Duke;Enköping;0046 Spenser Drive;npetworthgu@walmart.com
581845;2018-02-24;174362;13;4;4731553;Scoville;Santa Lucía;802 Transport Point;bscohiergv@blogs.com
902623;2018-04-17;258669;45;5;5886138;Delaware;Hanjia;49 Rutledge Point;zlloydwilliamsgw@china.com.cn
480057;2018-10-23;812029;58;5;1183393;Main;Štitar;243 Meadow Vale Point;hmityashevgx@tiny.cc
115659;2018-11-10;917437;54;5;1180006;Starling;Zhovkva;35111 Shasta Point;alammiegy@google.de
217388;2018-12-01;402336;20;2;1194668;Green Ridge;Babakantugu;0192 Melby Court;htapscottgz@wiley.com
890984;2018-11-17;81381;2;2;7430514;Bayside;Lukovo;7333 Eagle Crest Lane;krodsonh0@exblog.jp
889904;2018-07-05;430893;45;5;6758399;Pond;Kalianda;2 Mosinee Road;isparkeh1@sohu.com
574685;2018-06-14;838260;18;5;6912289;Northport;Butigui;1086 Thompson Lane;phofh2@google.ca
498057;2018-11-01;155732;5;3;3034884;Harper;Mengdong;19 Fieldstone Point;ckulickeh3@barnesandnoble.com
245915;2018-06-04;851393;28;3;1733257;Thompson;Maţarah;55 Grim Trail;eizatsonh4@google.co.jp
217023;2017-12-11;759172;41;5;6420072;Golden Leaf;Berezne;26 Mallard Plaza;jthistletonh5@mapquest.com
202663;2018-01-31;900620;14;4;8572615;Green;Jrashen;8196 Manley Plaza;hgilfoyleh6@rediff.com
398229;2018-04-27;27223;7;2;3664770;Center;Igoumenítsa;4 Northview Court;lwestreyh7@smh.com.au
657659;2018-10-19;99583;21;2;8601615;Truax;Malakal;3952 Lerdahl Street;kstonebridgeh8@reuters.com
878513;2017-12-22;77171;41;3;4011857;Esker;Chaltyr;3768 Colorado Way;cyakubovicsh9@devhub.com
131009;2018-10-27;257393;1;4;8007491;Arkansas;Chechenglu;447 Eagle Crest Plaza;rrelphha@wired.com
578130;2018-04-11;180847;0;2;8891980;Quincy;Shāhpur Chākar;5572 Badeau Circle;dfatkinhb@elpais.com
524587;2018-07-20;662380;40;4;1374340;Merchant;Ngudu;0874 Bartillon Street;emacounhc@japanpost.jp
669313;2018-03-06;983591;59;2;3561122;Charing Cross;Shanmei;6 Golden Leaf Alley;ablinkhornhd@bluehost.com
121220;2018-11-23;700376;38;4;3860829;Little Fleur;Ban Phai;1 Reindahl Park;dgravesonhe@canalblog.com
58234;2018-10-25;574611;48;1;1252061;Esker;Trindade;18 Elmside Alley;zchallinorhf@bloglines.com
45459;2018-08-10;467896;36;5;1913148;Merchant;Umbuldamar;1 Lotheville Center;bloreyhg@irs.gov
103028;2018-07-02;793301;13;3;3685819;Miller;Cinyawar;133 Pawling Terrace;eextonhh@nih.gov
905614;2018-09-27;350193;50;4;4169112;Stang;Xiaolukou;92 Corben Crossing;fdooneyhi@go.com
130855;2018-08-05;800601;60;4;4822949;Summit;Ivoti;80591 Straubel Hill;igiraulthj@ask.com
15074;2018-04-08;342229;23;3;342569;Mayfield;Bytkiv;67 Towne Alley;smoranhk@delicious.com
773757;2018-05-27;480225;54;3;2209175;Anderson;Brive-la-Gaillarde;681 Talisman Parkway;rzuanazzihl@biblegateway.com
394765;2018-04-28;111704;12;5;6041056;Bluestem;Dabancheng;5 Derek Road;sroomhm@salon.com
464903;2018-02-06;380387;39;1;2561764;Logan;Bålsta;09 Brentwood Drive;garchdeaconhn@123-reg.co.uk
82457;2018-03-23;895405;13;4;3882174;Bellgrove;Shaliangzi;8 Grim Plaza;mconnikieho@sourceforge.net
404434;2017-12-11;76057;47;5;6363683;Parkside;San Rafael Oriente;63932 Dayton Court;brajcherthp@51.la
491731;2017-12-21;700768;43;2;9257335;Banding;Fundación;23 Canary Plaza;kcarverhillhq@elegantthemes.com
258062;2018-07-24;843325;60;1;4724759;Spohn;Sobral;3 Farragut Lane;vjacobowitshr@webs.com
409481;2018-02-24;597775;5;1;4559605;Mallory;Owczarnia;080 Eastwood Court;csilverthornhs@china.com.cn
477033;2018-10-09;972171;50;5;7300782;Glendale;Stockholm;704 Springview Drive;vmcilwreathht@dion.ne.jp
340920;2018-11-15;554322;55;1;4332478;Cody;Rokycany;07735 Manley Point;crookeshu@e-recht24.de
436170;2018-07-30;578032;33;4;3470645;3rd;Tuofeng;7 Grim Center;akeblehv@vkontakte.ru
307432;2018-06-25;521774;42;2;6763204;Kennedy;Kobyzhcha;2518 Maywood Hill;kknokhw@surveymonkey.com
419367;2018-04-24;814245;22;4;9850930;Ryan;Simpangpasir;6547 Rieder Drive;awathallhx@berkeley.edu
609983;2018-06-30;288241;23;5;1415115;West;Chornoliztsi;7 Crescent Oaks Way;rfreebernehy@homestead.com
890110;2018-12-01;830113;58;3;2835199;Rockefeller;Chahe;93303 Texas Circle;tmacinneshz@friendfeed.com
461354;2018-07-20;207636;44;2;5882748;Duke;Evansville;51 Monica Way;damberi0@seesaa.net
704348;2018-06-10;285018;50;3;5827288;Annamark;Quebradas;22 Eliot Circle;fdortoni1@nydailynews.com
41224;2018-03-10;326544;21;2;2295614;Artisan;Sokolo;34030 Katie Trail;darbucklei2@typepad.com
56813;2018-03-04;739111;40;4;5017412;Twin Pines;Xiaoruo;33937 Melody Lane;ajuberti3@bing.com
222780;2018-11-22;674230;1;3;8312758;Nova;Monino;2281 Summit Circle;mmatyatini4@techcrunch.com
972973;2018-02-05;821549;48;4;6714826;Anderson;Monticello;7 Summerview Pass;dapplini5@unicef.org
488048;2018-01-26;633601;17;4;4779794;Eliot;Nariño;8 Westend Road;cpulveri6@odnoklassniki.ru
487027;2018-08-09;212463;44;3;8183089;Sloan;San Miguel;215 Stephen Drive;smacgilmartini7@columbia.edu
636129;2018-02-09;680712;10;2;3170071;Reindahl;Levoberezhnaya;7842 Annamark Way;cfolbiggi8@sina.com.cn
770909;2018-07-04;113449;44;1;9870281;Mendota;Santana;2233 Packers Hill;gproveri9@jugem.jp
206679;2018-04-05;256852;25;2;1470126;Gerald;Futuroscope;6489 Dorton Center;sattwellia@discuz.net
34565;2018-10-26;807805;27;4;4696281;Southridge;Yiqi;56 Arrowood Lane;tmarcoolynib@oracle.com
335118;2018-10-14;235454;32;3;8510476;Bluejay;Liuzhuang;75 Drewry Crossing;etrewekeic@booking.com
536094;2018-10-03;602460;9;3;4479509;Grim;San Antonio;217 Schlimgen Road;wmcclayid@symantec.com
677845;2018-03-21;224129;46;1;2433337;Cambridge;Jiubao;67 Armistice Parkway;wohenecanie@zdnet.com
696316;2017-12-09;27420;43;1;3854133;Nelson;Santa Cruz do Sul;20565 Saint Paul Drive;amattocksif@blogs.com
47674;2018-02-16;745634;53;5;5617024;Oriole;Rongkou;443 Rockefeller Alley;lchaffenig@msu.edu
219577;2018-07-27;673974;32;1;9792301;Sachs;Tsovazard;083 North Drive;csheahanih@infoseek.co.jp
218823;2018-11-20;954278;19;5;6747067;Petterle;Babagan;0414 Brickson Park Center;hbrinkmanii@globo.com
75110;2018-07-16;221578;32;2;6529840;Norway Maple;Novaya Igirma;2 Dayton Lane;uklimushevij@alibaba.com
180581;2018-07-24;155438;35;4;8536841;Almo;Rato;6 Luster Pass;aattocik@google.com.hk
588783;2018-03-18;848548;40;5;1148015;Rutledge;Rubio;29961 Bowman Pass;lleffekil@bizjournals.com
320737;2017-12-29;245948;55;2;285969;Pankratz;Johor Bahru;1 Clemons Pass;chuttenim@studiopress.com
482401;2018-01-06;872927;31;4;443003;Karstens;Teutônia;87362 Alpine Hill;mempletonin@va.gov
214320;2018-10-15;945489;13;2;4651136;Dayton;Sanhe;1767 Sage Trail;xklineio@yahoo.com
358361;2018-09-15;341910;32;5;1962196;Village Green;Carleton-sur-Mer;83708 Leroy Place;lwhitcherip@mit.edu
10377;2018-08-08;932342;24;3;4402770;Lunder;Miłakowo;93 Boyd Junction;pchantleriq@tumblr.com
192679;2018-10-31;688899;40;1;3417537;Duke;Linglong;645 Russell Trail;lyureninir@ihg.com
453631;2018-02-25;223492;45;4;2685860;Judy;Lab;11675 Sloan Trail;klenormandis@bbb.org
940597;2018-05-05;881043;41;3;6220664;Lunder;Qianpai;992 Daystar Plaza;lglassupit@trellian.com
408093;2018-11-30;605837;35;4;8798749;Sunbrook;Eustaquio Lopez;15 Meadow Ridge Crossing;sogleiu@yandex.ru
34899;2018-09-18;877801;34;1;8334086;Marcy;Semīrom;9454 Grim Crossing;mtrengroveiv@trellian.com
918626;2018-06-14;738415;7;5;5599140;Erie;Foz Sousa;2960 Talmadge Junction;kbargiw@nhs.uk
666076;2018-10-12;79885;19;4;8646895;Homewood;Klayusiwalan;75998 Northview Drive;gguilleix@hao123.com
710050;2018-02-05;360680;4;2;4324807;Mayer;Karangbalong;6 Dapin Avenue;gjendrichiy@dot.gov
932101;2018-10-30;716536;3;5;4528025;Carberry;Hengshan;8765 Holy Cross Alley;wtamesiz@omniture.com
524231;2018-07-27;669550;12;2;6817121;Barnett;Galitsy;436 Reindahl Avenue;arobicj0@va.gov
927742;2018-05-28;420826;32;1;398282;Dakota;Zuocun;3325 Logan Hill;swestripj1@opensource.org
775868;2018-01-26;534149;1;2;801520;Red Cloud;Shunde;58184 Manley Drive;bschiellj2@ibm.com
630333;2018-06-16;510245;55;3;4662547;Barnett;Daja;5621 Annamark Place;cjacklingj3@go.com
326206;2018-05-09;514622;58;4;6050018;Colorado;Oromocto;06779 Ridge Oak Park;dscafej4@diigo.com
916800;2017-12-06;77491;20;3;3104501;Susan;Socabaya;13988 Prairie Rose Way;wsumpnerj5@etsy.com
502845;2018-06-08;452495;56;2;227801;Hanover;Mbinga;6377 Tennessee Place;kdillistonj6@sakura.ne.jp
960499;2018-04-20;125305;5;4;4813620;Crowley;Brejieira;9189 Elmside Terrace;adulinj7@loc.gov
240729;2018-11-12;111362;51;4;6196224;Graceland;Vydreno;90 Lighthouse Bay Court;phusherj8@cyberchimps.com
72458;2018-08-25;270352;57;2;1967893;Mosinee;Dunhao;35094 Elmside Crossing;awallagej9@pagesperso-orange.fr
712931;2018-04-11;653929;40;1;830101;Warbler;Luntai;97 Clove Place;ekefordja@wunderground.com
352544;2018-07-04;271226;31;2;5023352;Logan;Ordino;2022 Lindbergh Lane;mbimrosejb@berkeley.edu
578116;2018-05-31;640210;58;1;412800;East;Anticala;7889 Lyons Point;ewelbelovejc@phpbb.com
820310;2018-10-03;703161;34;3;8691576;Jay;Argenteuil;661 1st Center;aquintonjd@smugmug.com
423669;2018-01-20;524964;11;3;8185144;Myrtle;Cimanggu;01316 Ohio Avenue;ldoberje@twitter.com
931987;2018-04-19;688746;40;1;6982565;Magdeline;Roanne;35870 Chinook Road;lrammjf@java.com
802197;2018-10-10;36897;25;4;4469560;Burrows;Jiaoqiao;3 Havey Road;lmorajg@sogou.com
820158;2018-09-04;491064;50;4;6864996;Swallow;Saint-Maurice-l'Exil;88183 Colorado Center;zrylattjh@adobe.com
535849;2018-01-31;583142;48;3;668923;Forest;Pantanal;58922 Longview Trail;mberryannji@yelp.com
42808;2018-11-13;480519;41;3;5341270;Manitowish;Baiyangwan;18 Meadow Valley Park;cswansburyjj@cbsnews.com
710884;2018-05-30;130524;37;3;7264900;Blackbird;Suqiaoxiang;67497 Village Trail;groisenjk@jalbum.net
351904;2018-08-12;243132;38;3;667452;Birchwood;Henglishan;99 Carioca Point;vmicheletjl@tripod.com
80508;2018-07-05;393458;57;3;4315835;Park Meadow;Nagrak;287 Mendota Road;tdiceyjm@histats.com
116543;2018-02-26;980766;29;5;7760205;Westridge;Pasireurih;6835 Petterle Drive;gpeakejn@vk.com
579405;2018-05-12;914323;59;1;8467243;Longview;Pilar;50335 Laurel Circle;jpayjo@newyorker.com
2660;2018-08-03;306855;27;2;9113748;Badeau;Sinacaban;56 Duke Crossing;hmansuerjp@ted.com
455466;2018-05-25;662654;51;5;8621644;Hazelcrest;Kadudampit;81334 Vahlen Point;zdupoyjq@posterous.com
